name,team,min,shot,goal,goal_allowed,assist,player_id,match_id,date,pass,pass_accurate,tackle,accel,counter,opportunity,keypass,own_goal,interception,smart,clearance,cross,air_duel,air_duel_won,gk_leave_line,gk_save_attempt,throw,corner,pos,side,player_rank,started
H. Lozano,Mexico,71.0,3,0,0,1,295156,2057987,20180623,14,12,0,3,5,3,0,0,6,0,1,0,0,0,0,0,0,0,FWD,left,0.0489,True
Jae-Sung Lee,Korea Republic,90.0,3,0,0,0,299121,2057987,20180623,43,36,3,0,2,2,0,0,4,0,1,2,3,0,0,0,0,1,MID,central,0.0138,True
J. Gallardo,Mexico,90.0,0,0,0,0,336178,2057987,20180623,39,36,0,0,0,0,0,0,3,0,1,1,4,2,0,0,7,0,MID,left,0.0053,True
Hwang Hee-Chan,Korea Republic,90.0,1,0,0,0,349687,2057987,20180623,14,8,0,1,0,1,1,0,4,0,0,2,1,1,0,0,0,0,FWD,left,0.0073,True
Lee Seung-Woo,Korea Republic,27.0,0,0,0,0,403546,2057987,20180623,13,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,FWD,left,-0.0091,False
E. Álvarez,Mexico,90.0,0,0,0,0,448210,2057987,20180623,65,58,3,1,2,0,0,0,7,0,1,0,1,0,0,0,11,0,DEF,right,0.0068,True
S. Khedira,Germany,58.0,2,0,0,0,3318,2057988,20180627,50,44,0,2,1,1,0,0,5,0,1,1,2,2,0,0,0,0,MID,central,0.0227,True
M. Özil,Germany,90.0,1,0,0,0,3319,2057988,20180627,94,83,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,1,MID,central,0.008,True
M. Neuer,Germany,,0,0,2,0,14712,2057988,20180627,28,26,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,GKP,,,True
T. Kroos,Germany,90.0,5,0,0,0,14723,2057988,20180627,107,100,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,7,MID,central,0.0013,True
M. Gómez,Germany,32.0,1,0,0,0,14731,2057988,20180627,5,3,0,0,0,1,0,0,1,0,1,0,5,2,0,0,0,0,FWD,central,0.0142,False
T. Müller,Germany,27.0,2,0,0,0,14732,2057988,20180627,14,12,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,FWD,central,0.0003,False
M. Hummels,Germany,90.0,5,0,0,0,14795,2057988,20180627,73,67,1,0,0,4,0,0,4,0,0,2,7,5,0,0,0,0,DEF,left,0.023,True
Son Heung-Min,Korea Republic,90.0,5,1,0,0,14911,2057988,20180627,15,15,0,1,8,4,1,0,1,0,1,0,3,1,0,0,0,3,FWD,central,0.0215,True
M. Reus,Germany,90.0,2,0,0,0,15024,2057988,20180627,43,35,0,1,0,1,0,0,1,0,0,5,0,0,0,0,2,0,FWD,left,-0.0022,True
Ja-Cheol Koo,Korea Republic,56.0,0,0,0,0,15781,2057988,20180627,10,8,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,MID,central,-0.0069,True
J. Hector,Germany,78.0,0,0,0,0,18669,2057988,20180627,38,33,1,0,0,0,0,0,3,0,2,2,5,2,0,0,11,0,DEF,left,-0.0013,True
Seon-Min Moon,Korea Republic,69.0,0,0,0,0,51625,2057988,20180627,9,7,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,MID,left,-0.0078,True
Young-Gwon Kim,Korea Republic,90.0,1,1,0,0,95200,2057988,20180627,17,14,0,0,1,1,0,0,10,0,5,0,4,0,0,0,0,0,DEF,left,0.0319,True
Woo-Young Jung,Korea Republic,90.0,2,0,0,0,95490,2057988,20180627,27,25,2,0,1,3,0,0,8,0,4,0,2,0,0,0,0,0,MID,central,0.047,True
Chul Hong,Korea Republic,90.0,0,0,0,0,107413,2057988,20180627,23,13,0,0,1,0,1,0,6,0,6,1,0,0,0,0,5,0,DEF,left,-0.0024,True
Young-Sun Yun,Korea Republic,90.0,0,0,0,0,107424,2057988,20180627,12,11,1,0,1,0,0,0,10,0,5,0,1,0,0,0,0,0,DEF,right,0.0084,True
Yong Lee,Korea Republic,90.0,1,0,0,0,107529,2057988,20180627,29,21,0,1,4,0,0,0,17,0,5,2,3,0,0,0,6,0,DEF,right,-0.0006,True
Yo-Han Go,Korea Republic,11.0,0,0,0,0,107623,2057988,20180627,2,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,MID,left,0.0016,False
N. Süle,Germany,90.0,0,0,0,0,134383,2057988,20180627,81,79,2,0,0,0,0,0,3,0,4,1,3,3,0,0,1,0,DEF,right,0.0176,True
L. Goretzka,Germany,63.0,1,0,0,0,134387,2057988,20180627,22,20,1,1,0,1,0,0,1,0,0,2,1,1,0,0,1,0,MID,right,0.0074,True
Hyun-Soo Jang,Korea Republic,90.0,0,0,0,0,138633,2057988,20180627,20,17,0,2,6,0,0,0,4,0,3,0,4,1,0,0,0,0,DEF,right,0.0059,True
J. Brandt,Germany,12.0,2,0,0,0,146583,2057988,20180627,12,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,MID,left,0.0123,False
T. Werner,Germany,90.0,3,0,0,0,173214,2057988,20180627,36,22,0,2,2,3,0,0,4,0,0,8,0,0,0,0,2,0,FWD,central,-0.0134,True
Se-Jong Ju,Korea Republic,21.0,0,0,0,1,209567,2057988,20180627,8,5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,MID,right,0.0396,False
J. Kimmich,Germany,90.0,1,0,0,0,224593,2057988,20180627,82,70,0,0,0,0,2,0,0,0,0,12,3,3,0,0,6,0,DEF,right,-0.01,True
Hyun-Woo Cho,Korea Republic,,0,0,0,0,256043,2057988,20180627,16,11,0,0,3,0,0,0,2,0,1,0,2,2,4,2,0,0,GKP,,,True
Jae-Sung Lee,Korea Republic,90.0,1,0,0,0,299121,2057988,20180627,32,28,2,0,9,0,0,0,5,0,1,0,4,2,0,0,0,0,MID,right,-0.0041,True
Hwang Hee-Chan,Korea Republic,79.0,0,0,0,0,349687,2057988,20180627,4,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,FWD,right,-0.0011,False
O. Toivonen,Sweden,90.0,0,0,0,0,123,2057989,20180627,27,19,0,1,5,0,1,0,1,0,2,1,12,2,0,0,0,0,FWD,central,0.003,True
A. Guardado,Mexico,75.0,2,0,0,0,3384,2057989,20180627,29,28,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,MID,central,0.0055,True
C. Vela,Mexico,90.0,4,0,0,0,3685,2057989,20180627,28,21,0,1,0,4,0,0,0,0,0,3,5,0,0,0,2,3,FWD,central,-0.0105,True
H. Moreno,Mexico,90.0,0,0,0,0,3795,2057989,20180627,51,45,1,0,0,0,0,0,3,0,0,1,10,6,0,0,1,0,DEF,left,-0.0012,True
J. Hernández,Mexico,90.0,2,0,0,0,7941,2057989,20180627,20,13,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,0,FWD,central,-0.0083,True
S. Larsson,Sweden,57.0,0,0,0,0,8529,2057989,20180627,16,10,0,1,2,0,0,0,3,0,1,2,0,0,0,0,0,0,MID,central,-0.0216,True
M. Berg,Sweden,68.0,4,0,0,0,14908,2057989,20180627,19,16,0,0,6,4,1,0,0,0,0,1,5,2,0,0,0,0,FWD,central,0.0303,True
A. Ekdal,Sweden,80.0,0,0,0,0,20876,2057989,20180627,18,14,0,0,3,0,0,0,5,0,0,0,7,4,0,0,0,0,MID,central,0.0037,True
A. Granqvist,Sweden,90.0,0,1,0,0,21275,2057989,20180627,24,19,1,1,0,0,1,0,9,0,6,0,4,3,0,0,0,0,DEF,left,0.0101,True
G. Svensson,Sweden,,0,0,0,0,32798,2057989,20180627,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
R. Olsen,Sweden,,0,0,0,0,50798,2057989,20180627,14,7,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,GKP,,,True
E. Forsberg,Sweden,90.0,5,0,0,0,51132,2057989,20180627,21,16,0,1,4,3,0,0,2,0,1,0,2,0,0,0,0,0,MID,central,0.0091,True
V. Claesson,Sweden,90.0,1,0,0,0,51144,2057989,20180627,15,11,0,0,1,1,1,0,6,0,1,0,4,2,0,0,1,0,MID,right,-0.0026,True
O. Hiljemark,Sweden,,0,0,0,0,51145,2057989,20180627,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,MID,,,False
L. Augustinsson,Sweden,90.0,2,1,0,0,51217,2057989,20180627,13,9,0,0,0,2,0,0,3,0,2,1,6,4,0,0,6,3,DEF,left,0.012,True
I. Kiese Thelin,Sweden,22.0,0,0,0,0,51262,2057989,20180627,5,3,0,1,1,0,0,0,1,0,0,0,5,2,0,0,0,0,FWD,central,0.0034,False
M. Lustig,Sweden,90.0,0,0,0,0,61949,2057989,20180627,18,13,2,0,0,0,3,0,8,0,4,3,7,3,0,0,4,0,DEF,right,-0.0064,True
V. Lindelöf,Sweden,90.0,0,0,0,0,71703,2057989,20180627,12,8,0,0,0,0,0,0,2,0,5,0,2,1,0,0,0,0,DEF,right,-0.0205,True
M. Fabián,Mexico,25.0,1,0,0,0,112253,2057989,20180627,12,11,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,MID,central,-0.0191,False
M. Layún,Mexico,89.0,2,0,0,0,112366,2057989,20180627,42,33,0,0,0,2,0,0,1,0,0,2,4,1,0,0,3,2,DEF,central,0.0096,True
H. Herrera,Mexico,90.0,1,0,0,0,112459,2057989,20180627,73,63,1,0,0,1,0,0,3,0,0,5,3,1,0,0,1,1,MID,central,0.0034,True
J. Corona,Mexico,15.0,0,0,0,0,112522,2057989,20180627,10,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,FWD,right,-0.0071,False
C. Salcedo,Mexico,90.0,3,0,0,0,255387,2057989,20180627,65,58,1,0,0,1,0,0,8,0,3,1,9,6,0,0,0,0,DEF,right,0.0024,True
H. Lozano,Mexico,90.0,3,0,0,0,295156,2057989,20180627,21,17,2,2,0,2,1,0,3,0,0,1,2,1,0,0,1,0,FWD,left,0.0233,True
J. Gallardo,Mexico,65.0,0,0,0,0,336178,2057989,20180627,21,18,0,0,0,0,0,0,3,0,3,3,9,3,0,0,8,0,MID,left,-0.0083,True
E. Álvarez,Mexico,90.0,0,0,0,0,448210,2057989,20180627,56,50,1,0,0,0,0,1,4,0,0,0,7,4,0,0,8,0,DEF,right,0.0013,True
T. Alderweireld,Belgium,90.0,0,0,0,0,36,2057990,20180618,105,95,0,0,5,0,0,0,2,0,1,1,1,0,0,0,0,0,DEF,right,0.0046,True
J. Vertonghen,Belgium,90.0,0,0,0,0,48,2057990,20180618,63,60,2,0,2,0,0,0,0,0,2,1,4,2,0,0,6,0,DEF,left,0.0154,True
D. Mertens,Belgium,83.0,4,1,0,0,122,2057990,20180618,35,25,0,0,5,4,0,0,3,0,0,5,1,0,0,0,1,2,FWD,right,0.0194,True
N. Chadli,Belgium,,0,0,0,0,261,2057990,20180618,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MID,,,False
T. Courtois,Belgium,,0,0,0,0,3429,2057990,20180618,19,17,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,GKP,,,True
R. Lukaku,Belgium,90.0,3,2,0,0,7905,2057990,20180618,15,10,0,1,9,4,0,0,0,0,0,0,4,2,0,0,0,0,FWD,right,0.0215,True
D. Boyata,Belgium,90.0,0,0,0,0,8034,2057990,20180618,82,78,0,0,3,0,0,0,3,0,0,0,10,8,0,0,0,0,DEF,right,0.0134,True
M. Dembélé,Belgium,16.0,0,0,0,0,11152,2057990,20180618,8,8,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,MID,central,0.003,False
T. Hazard,Belgium,7.0,0,0,0,0,25622,2057990,20180618,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FWD,right,0.0043,False
E. Hazard,Belgium,90.0,3,0,0,1,25707,2057990,20180618,36,29,0,4,14,3,1,0,4,0,0,0,1,0,0,0,1,4,FWD,central,0.0731,True
T. Meunier,Belgium,90.0,0,0,0,0,37824,2057990,20180618,38,30,0,3,4,0,0,0,1,0,0,4,2,0,0,0,12,0,DEF,right,-0.0126,True
K. De Bruyne,Belgium,90.0,1,0,0,1,38021,2057990,20180618,65,50,0,0,6,3,2,0,4,0,2,3,2,1,0,0,1,3,MID,central,-0.0057,True
G. Gómez,Panama,90.0,0,0,0,0,59083,2057990,20180618,44,44,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,MID,central,0.0076,True
A. Witsel,Belgium,90.0,0,0,0,0,70123,2057990,20180618,52,51,0,0,4,0,0,0,2,0,1,0,7,2,0,0,0,0,MID,central,0.0107,True
A. Cooper,Panama,90.0,1,0,0,0,86411,2057990,20180618,29,26,0,2,5,1,1,0,3,0,0,0,5,1,0,0,0,0,MID,central,0.0069,True
A. Godoy,Panama,90.0,0,0,0,0,86414,2057990,20180618,41,37,1,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,MID,central,-0.0083,True
R. Torres,Panama,90.0,2,0,0,0,91263,2057990,20180618,25,21,0,0,0,0,0,0,8,0,5,0,3,2,0,0,0,0,DEF,right,0.0102,True
B. Pérez,Panama,73.0,0,0,0,0,113517,2057990,20180618,18,12,0,1,0,0,0,0,3,0,0,0,13,5,0,0,0,0,FWD,central,0.0016,True
L. Tejada,Panama,17.0,0,0,0,0,114864,2057990,20180618,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,central,-0.0021,False
E. Davis,Panama,90.0,0,0,0,0,116364,2057990,20180618,42,33,0,1,0,0,0,0,4,0,2,2,1,1,0,0,3,0,DEF,left,0.0097,True
G. Torres,Panama,27.0,1,0,0,0,116997,2057990,20180618,7,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,FWD,central,0.0116,False
J. Penedo,Panama,,0,0,3,0,125774,2057990,20180618,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,GKP,,,True
Y. Carrasco,Belgium,74.0,1,0,0,0,134769,2057990,20180618,23,21,0,0,2,1,1,0,6,0,0,1,0,0,0,0,1,0,FWD,left,0.0163,True
Y. Bárcenas,Panama,63.0,1,0,0,0,241077,2057990,20180618,20,15,0,1,2,1,1,0,0,0,0,3,2,0,0,0,0,3,MID,right,-0.0155,True
I. Díaz,Panama,27.0,0,0,0,0,241134,2057990,20180618,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,FWD,left,0.0022,False
F. Escobar,Panama,90.0,0,0,0,0,273683,2057990,20180618,26,22,0,0,0,1,0,0,6,0,2,0,4,2,0,0,0,0,DEF,left,0.0129,True
M. Murillo,Panama,90.0,1,0,0,0,361498,2057990,20180618,47,33,1,0,0,1,0,0,5,0,0,1,0,0,0,0,4,0,DEF,right,-0.0001,True
J. Rodriguez,Panama,63.0,0,0,0,0,401861,2057990,20180618,9,7,0,0,0,0,0,0,1,0,1,2,5,2,0,0,0,0,MID,left,-0.0007,True
J. Lingard,England,93.0,4,0,0,0,7934,2057991,20180618,27,26,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,MID,central,0.021,True
A. Young,England,90.0,0,0,0,0,7939,2057991,20180618,44,38,0,0,0,1,2,0,3,0,0,2,1,0,0,0,15,3,DEF,left,-0.0207,True
J. Henderson,England,90.0,1,0,0,0,7964,2057991,20180618,63,56,0,0,0,1,0,0,5,0,2,2,3,2,0,0,0,0,MID,central,0.014,True
K. Walker,England,90.0,0,0,0,0,8277,2057991,20180618,73,67,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,DEF,right,-0.0016,True
H. Maguire,England,90.0,2,0,0,1,8653,2057991,20180618,73,68,1,3,0,1,1,0,2,0,0,1,7,5,0,0,0,0,DEF,left,0.0387,True
H. Kane,England,90.0,3,2,0,0,8717,2057991,20180618,18,13,0,0,0,2,0,0,1,0,0,0,7,5,0,0,0,0,FWD,central,0.0278,True
K. Trippier,England,90.0,0,0,0,0,8945,2057991,20180618,49,39,0,1,0,1,4,0,1,0,1,4,1,1,0,0,11,4,DEF,right,-0.0591,True
J. Stones,England,90.0,1,0,0,0,9380,2057991,20180618,74,72,0,0,0,1,0,0,4,0,0,1,5,3,0,0,0,0,DEF,central,0.026,True
S. Ben Youssef,Tunisia,90.0,0,0,0,0,10014,2057991,20180618,24,20,2,0,0,0,0,0,8,0,3,0,3,1,0,0,0,0,DEF,right,0.0053,True
J. Pickford,England,,0,0,1,0,10131,2057991,20180618,22,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GKP,,,True
R. Sterling,England,68.0,0,0,0,0,11066,2057991,20180618,16,12,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,FWD,central,-0.0032,True
D. Alli,England,80.0,1,0,0,0,13484,2057991,20180618,31,24,0,0,1,1,1,0,5,0,0,2,1,1,0,0,0,0,MID,left,0.0138,True
W. Khazri,Tunisia,85.0,1,0,0,0,25776,2057991,20180618,18,13,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,2,MID,central,0.0039,True
N. Sliti,Tunisia,74.0,2,0,0,0,26100,2057991,20180618,17,12,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,MID,central,0.0,True
A. Badri,Tunisia,90.0,0,0,0,0,28094,2057991,20180618,34,31,0,0,0,0,0,0,7,0,2,0,3,0,0,0,1,0,FWD,central,0.001,True
F. Ben Mustapha,Tunisia,,0,0,1,0,120784,2057991,20180618,10,7,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0,0,GKP,,,False
F. Sassi,Tunisia,90.0,1,1,0,0,120853,2057991,20180618,37,32,3,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,MID,central,0.0008,True
M. Hassen,Tunisia,,0,0,1,0,149050,2057991,20180618,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GKP,,,True
F. Ben Youssef,Tunisia,90.0,1,0,0,0,209354,2057991,20180618,31,23,0,0,0,0,0,0,5,0,5,0,5,2,0,0,0,0,FWD,right,0.0013,True
E. Dier,England,,0,0,0,0,210044,2057991,20180618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
R. Loftus-Cheek,England,10.0,0,0,0,0,235555,2057991,20180618,6,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,MID,right,-0.0001,False
E. Skhiri,Tunisia,90.0,0,0,0,0,246946,2057991,20180618,34,30,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,MID,right,0.001,True
D. Bronn,Tunisia,90.0,0,0,0,0,295747,2057991,20180618,39,33,2,2,0,0,0,0,3,0,2,2,2,2,0,0,6,0,DEF,right,0.0052,True
Y. Meriah,Tunisia,90.0,0,0,0,0,331763,2057991,20180618,41,32,0,0,0,0,0,0,6,0,2,0,4,1,0,0,0,0,DEF,left,-0.0012,True
M. Ben Amor,Tunisia,16.0,0,0,0,0,354041,2057991,20180618,5,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,MID,left,0.0015,False
M. Rashford,England,22.0,0,0,0,0,397178,2057991,20180618,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,central,0.0028,False
T. Alderweireld,Belgium,90.0,2,0,0,1,36,2057992,20180623,53,47,1,0,0,2,0,0,3,0,2,0,2,1,0,0,1,0,DEF,right,0.0471,True
J. Vertonghen,Belgium,90.0,0,0,0,0,48,2057992,20180623,44,36,1,0,0,0,0,0,5,0,3,1,2,1,0,0,4,0,DEF,left,0.0103,True
D. Mertens,Belgium,86.0,0,0,0,1,122,2057992,20180623,31,24,0,0,4,0,1,0,2,0,0,2,0,0,0,0,0,0,FWD,central,0.0615,True
T. Courtois,Belgium,,0,0,2,0,3429,2057992,20180623,29,23,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,GKP,,,True
R. Lukaku,Belgium,59.0,2,2,0,0,7905,2057992,20180623,15,11,0,0,5,2,1,0,0,0,0,1,5,3,0,0,0,0,FWD,central,0.0285,True
D. Boyata,Belgium,90.0,0,0,0,0,8034,2057992,20180623,34,31,1,0,0,0,0,0,4,0,4,0,1,1,0,0,0,0,DEF,right,0.0101,True
M. Fellaini,Belgium,31.0,0,0,0,0,8249,2057992,20180623,22,19,0,1,0,0,0,0,2,0,2,0,1,1,0,0,0,0,MID,central,0.0088,False
S. Ben Youssef,Tunisia,41.0,0,0,0,0,10014,2057992,20180623,18,15,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,DEF,right,0.0009,True
Y. Benalouane,Tunisia,49.0,0,0,0,0,21333,2057992,20180623,15,9,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,DEF,right,-0.0037,False
E. Hazard,Belgium,68.0,3,2,0,0,25707,2057992,20180623,25,21,0,2,5,2,0,0,5,0,0,0,0,0,0,0,0,1,FWD,left,0.0435,True
W. Khazri,Tunisia,90.0,3,1,0,1,25776,2057992,20180623,21,11,0,1,0,3,0,0,1,0,0,3,1,0,0,0,3,2,MID,central,0.0111,True
N. Sliti,Tunisia,31.0,1,0,0,0,26100,2057992,20180623,14,9,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,MID,central,-0.0031,False
A. Badri,Tunisia,90.0,2,0,0,0,28094,2057992,20180623,32,26,0,2,1,3,0,0,2,0,0,0,1,1,0,0,0,0,FWD,central,0.0306,True
T. Meunier,Belgium,90.0,2,0,0,1,37824,2057992,20180623,50,40,1,3,4,2,2,0,7,0,0,4,2,0,0,0,2,0,DEF,right,0.0615,True
K. De Bruyne,Belgium,90.0,0,0,0,0,38021,2057992,20180623,37,34,0,2,3,0,2,0,1,0,0,3,1,0,0,0,1,3,MID,central,-0.0045,True
M. Batshuayi,Belgium,22.0,6,1,0,0,38093,2057992,20180623,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,FWD,central,0.0407,False
A. Witsel,Belgium,90.0,3,0,0,0,70123,2057992,20180623,57,51,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,MID,central,-0.0018,True
F. Ben Mustapha,Tunisia,,0,0,5,0,120784,2057992,20180623,17,16,0,0,0,0,0,0,4,0,1,0,0,0,1,4,0,0,GKP,,,True
F. Sassi,Tunisia,59.0,2,0,0,0,120853,2057992,20180623,56,48,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,MID,central,-0.0113,True
Y. Carrasco,Belgium,90.0,4,0,0,0,134769,2057992,20180623,23,15,0,4,2,4,0,0,3,0,1,4,1,0,0,0,7,0,FWD,left,0.048,True
F. Ben Youssef,Tunisia,90.0,2,0,0,0,209354,2057992,20180623,29,20,0,0,1,1,0,0,4,0,1,1,5,4,0,0,0,0,FWD,central,0.0001,True
E. Skhiri,Tunisia,90.0,0,0,0,0,246946,2057992,20180623,47,44,1,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,MID,central,0.0035,True
Y. Tielemans,Belgium,,0,0,0,1,263802,2057992,20180623,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MID,,,False
S. Khaoui,Tunisia,90.0,1,0,0,0,275243,2057992,20180623,34,30,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,MID,central,0.0019,True
H. Nagguez,Tunisia,66.0,0,0,0,1,293080,2057992,20180623,37,28,0,0,1,0,0,0,2,0,0,5,0,0,0,0,8,0,DEF,right,0.0355,False
D. Bronn,Tunisia,24.0,1,1,0,0,295747,2057992,20180623,8,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,DEF,right,0.016,True
Y. Meriah,Tunisia,90.0,0,0,0,0,331763,2057992,20180623,39,37,0,0,0,0,0,0,5,0,3,0,5,1,0,0,0,0,DEF,left,0.0075,True
J. Lingard,England,63.0,2,1,0,0,7934,2057993,20180624,32,30,0,0,0,2,0,0,0,0,1,0,4,1,0,0,0,0,MID,central,0.0167,True
A. Young,England,90.0,0,0,0,0,7939,2057993,20180624,42,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,DEF,central,-0.0151,True
J. Henderson,England,90.0,1,0,0,0,7964,2057993,20180624,70,63,0,0,2,1,0,0,4,0,0,0,6,3,0,0,0,0,MID,central,0.002,True
K. Walker,England,90.0,0,0,0,0,8277,2057993,20180624,101,97,0,0,0,0,0,0,2,0,3,0,6,4,0,0,1,0,DEF,right,0.0202,True
D. Rose,England,20.0,0,0,0,0,8292,2057993,20180624,9,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,DEF,left,0.0002,False
F. Delph,England,27.0,0,0,0,0,8464,2057993,20180624,25,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,MID,left,0.0004,False
H. Maguire,England,90.0,1,0,0,0,8653,2057993,20180624,70,68,0,0,0,1,0,0,2,0,0,0,5,4,0,0,0,0,DEF,left,0.0117,True
H. Kane,England,63.0,1,3,0,0,8717,2057993,20180624,12,10,0,0,0,1,1,0,3,0,1,1,1,0,0,0,0,0,FWD,central,0.0147,True
K. Trippier,England,70.0,0,0,0,1,8945,2057993,20180624,19,18,0,1,0,0,1,0,3,0,1,0,2,2,0,0,2,3,DEF,right,-0.0,True
J. Stones,England,90.0,2,2,0,0,9380,2057993,20180624,95,92,0,1,1,2,0,0,3,0,2,0,2,1,0,0,0,0,DEF,central,0.0417,True
J. Pickford,England,,0,0,1,0,10131,2057993,20180624,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GKP,,,True
R. Sterling,England,90.0,2,0,0,1,11066,2057993,20180624,33,32,0,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,FWD,central,0.0688,True
J. Vardy,England,27.0,0,0,0,0,12829,2057993,20180624,4,3,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,FWD,central,-0.0008,False
G. Gómez,Panama,69.0,0,0,0,0,59083,2057993,20180624,30,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,MID,central,0.0072,True
A. Cooper,Panama,90.0,0,0,0,0,86411,2057993,20180624,41,35,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,MID,central,-0.0072,True
A. Godoy,Panama,63.0,1,0,0,0,86414,2057993,20180624,34,31,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,MID,left,0.0009,True
R. Torres,Panama,90.0,1,0,0,0,91263,2057993,20180624,29,27,0,0,0,1,0,0,2,0,1,0,3,1,0,0,0,0,DEF,right,0.0037,True
F. Baloy,Panama,21.0,1,1,0,0,112679,2057993,20180624,17,17,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,DEF,left,0.0176,False
B. Pérez,Panama,90.0,1,0,0,0,113517,2057993,20180624,14,11,0,0,0,1,0,0,0,0,0,0,12,2,0,0,0,0,FWD,central,-0.007,True
E. Davis,Panama,90.0,0,0,0,0,116364,2057993,20180624,59,51,0,1,0,0,1,0,1,0,2,3,2,2,0,0,4,0,DEF,left,-0.0032,True
J. Penedo,Panama,,0,0,6,0,125774,2057993,20180624,6,6,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,GKP,,,True
A. Arroyo,Panama,,0,0,0,0,131602,2057993,20180624,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,FWD,,,False
R. Loftus-Cheek,England,90.0,1,0,0,1,235555,2057993,20180624,32,30,0,0,0,1,0,0,2,0,0,0,3,3,0,0,1,0,MID,right,-0.0045,True
Y. Bárcenas,Panama,69.0,2,0,0,0,241077,2057993,20180624,19,15,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,MID,right,0.0063,True
F. Escobar,Panama,90.0,0,0,0,0,273683,2057993,20180624,38,36,0,0,0,0,0,0,3,0,1,0,3,1,0,0,0,0,DEF,left,-0.0103,True
